Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
25, Some-college,10, Never-married, Own-child, Male,0,15
37, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,45
59, Preschool,1, Never-married, Not-in-family, Male,0,40
26, HS-grad,9, Never-married, Own-child, Female,0,30
48, Some-college,10, Separated, Not-in-family, Female,0,25
39, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
24, Bachelors,13, Never-married, Not-in-family, Male,0,40
46, Masters,14, Married-spouse-absent, Not-in-family, Male,0,70
43, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
31, HS-grad,9, Separated, Not-in-family, Male,0,40
22, Some-college,10, Never-married, Not-in-family, Female,0,25
35, Some-college,10, Never-married, Not-in-family, Male,0,30
35, HS-grad,9, Separated, Not-in-family, Male,0,50
40, Prof-school,15, Married-civ-spouse, Husband, Male,0,40
50, Masters,14, Never-married, Unmarried, Female,0,40
46, HS-grad,9, Divorced, Not-in-family, Female,0,40
36, HS-grad,9, Divorced, Unmarried, Female,0,38
24, 9th,5, Married-civ-spouse, Husband, Male,0,45
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
54, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
62, HS-grad,9, Never-married, Other-relative, Female,0,38
36, Bachelors,13, Married-civ-spouse, Husband, Male,0,48
27, 9th,5, Married-civ-spouse, Husband, Male,0,40
23, Some-college,10, Never-married, Other-relative, Male,0,14
28, 1st-4th,2, Never-married, Not-in-family, Female,0,40
22, HS-grad,9, Never-married, Own-child, Male,0,20
26, Bachelors,13, Never-married, Not-in-family, Male,0,30
44, Bachelors,13, Divorced, Not-in-family, Male,0,50
73, Bachelors,13, Married-civ-spouse, Husband, Male,0,30
44, Bachelors,13, Divorced, Unmarried, Female,0,35
35, Assoc-voc,11, Divorced, Not-in-family, Male,0,45
33, Bachelors,13, Married-civ-spouse, Wife, Female,0,40
27, Bachelors,13, Never-married, Not-in-family, Female,0,40
29, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
33, Some-college,10, Married-civ-spouse, Wife, Female,0,26
50, Some-college,10, Divorced, Not-in-family, Female,0,15
32, HS-grad,9, Married-civ-spouse, Husband, Male,2829,40
45, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
65, HS-grad,9, Widowed, Not-in-family, Female,0,36
32, Bachelors,13, Married-civ-spouse, Husband, Male,99999,60
42, Some-college,10, Married-civ-spouse, Husband, Male,0,40
49, Some-college,10, Separated, Not-in-family, Female,0,45
38, HS-grad,9, Married-civ-spouse, Own-child, Male,0,45
38, Some-college,10, Married-civ-spouse, Husband, Male,0,50
37, Some-college,10, Married-civ-spouse, Husband, Male,0,52
24, Some-college,10, Never-married, Not-in-family, Male,0,30
25, 9th,5, Married-spouse-absent, Unmarried, Female,0,40
29, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
46, HS-grad,9, Married-civ-spouse, Husband, Male,0,70
26, Bachelors,13, Never-married, Not-in-family, Female,0,40
38, Some-college,10, Separated, Unmarried, Male,0,40
38, Some-college,10, Married-civ-spouse, Husband, Male,0,40
33, Some-college,10, Divorced, Not-in-family, Male,0,40
50, Assoc-acdm,12, Divorced, Not-in-family, Male,0,40
42, Some-college,10, Married-civ-spouse, Husband, Male,0,38
27, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
34, Masters,14, Married-civ-spouse, Husband, Male,0,45
64, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
43, Some-college,10, Married-civ-spouse, Husband, Male,0,40
39, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
56, Masters,14, Never-married, Not-in-family, Male,0,66
52, HS-grad,9, Married-civ-spouse, Husband, Male,0,44
43, HS-grad,9, Divorced, Not-in-family, Male,594,16
46, Bachelors,13, Never-married, Unmarried, Female,0,40
19, Some-college,10, Never-married, Own-child, Female,0,30
56, 7th-8th,4, Never-married, Unmarried, Female,0,20
22, Bachelors,13, Never-married, Not-in-family, Male,0,40
28, 11th,7, Never-married, Not-in-family, Male,0,40
39, 5th-6th,3, Separated, Unmarried, Female,0,30
28, Some-college,10, Divorced, Not-in-family, Male,0,40
31, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
22, HS-grad,9, Never-married, Own-child, Female,0,35
39, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
39, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
31, HS-grad,9, Never-married, Unmarried, Female,0,35
50, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
34, HS-grad,9, Married-civ-spouse, Husband, Male,3908,46
48, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
51, Bachelors,13, Divorced, Not-in-family, Female,0,40
54, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
44, Assoc-voc,11, Divorced, Not-in-family, Male,0,40
20, Some-college,10, Never-married, Own-child, Female,0,20
37, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
38, Some-college,10, Married-civ-spouse, Husband, Male,0,40
51, Some-college,10, Divorced, Not-in-family, Male,0,48
29, Some-college,10, Married-civ-spouse, Husband, Male,0,40
37, Some-college,10, Never-married, Not-in-family, Female,0,40
42, 10th,6, Married-civ-spouse, Husband, Male,0,35
34, HS-grad,9, Never-married, Own-child, Female,0,40
27, HS-grad,9, Never-married, Not-in-family, Female,0,52
39, HS-grad,9, Divorced, Unmarried, Female,0,38
18, HS-grad,9, Never-married, Not-in-family, Female,0,30
23, 12th,8, Never-married, Unmarried, Male,0,38
20, 5th-6th,3, Never-married, Other-relative, Male,0,40
29, Bachelors,13, Never-married, Not-in-family, Female,3325,45
64, Some-college,10, Widowed, Unmarried, Female,0,12
17, 10th,6, Never-married, Own-child, Male,0,25
18, 12th,8, Never-married, Own-child, Male,0,20
41, Some-college,10, Never-married, Not-in-family, Female,0,45
65, Prof-school,15, Married-civ-spouse, Husband, Male,20051,60
27, Assoc-voc,11, Divorced, Not-in-family, Male,0,40
39, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
49, Masters,14, Married-civ-spouse, Husband, Male,0,45
36, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
25, HS-grad,9, Never-married, Not-in-family, Female,0,40
41, Some-college,10, Divorced, Unmarried, Female,0,37
31, 9th,5, Divorced, Not-in-family, Female,0,40
63, 11th,7, Married-civ-spouse, Husband, Male,4386,37
63, Some-college,10, Divorced, Not-in-family, Male,0,40
48, HS-grad,9, Divorced, Not-in-family, Male,0,65
18, HS-grad,9, Never-married, Own-child, Female,0,15
23, Some-college,10, Never-married, Own-child, Male,0,25
31, HS-grad,9, Married-civ-spouse, Husband, Male,5013,40
38, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
56, Some-college,10, Married-civ-spouse, Husband, Male,0,60
31, 7th-8th,4, Divorced, Unmarried, Male,0,20
46, Some-college,10, Married-civ-spouse, Husband, Male,0,40
39, Masters,14, Married-civ-spouse, Husband, Male,0,50
31, HS-grad,9, Never-married, Unmarried, Female,0,40
53, HS-grad,9, Married-civ-spouse, Husband, Male,0,35
18, 11th,7, Never-married, Own-child, Female,0,15
27, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
31, Bachelors,13, Never-married, Not-in-family, Male,0,40
46, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
30, Some-college,10, Never-married, Not-in-family, Male,0,24
26, Bachelors,13, Never-married, Not-in-family, Female,0,40
37, Some-college,10, Married-civ-spouse, Husband, Male,0,40
29, 9th,5, Married-civ-spouse, Husband, Male,0,40
49, HS-grad,9, Married-civ-spouse, Husband, Male,7688,55
24, HS-grad,9, Divorced, Not-in-family, Male,0,40
21, HS-grad,9, Never-married, Own-child, Male,0,40
29, Bachelors,13, Never-married, Not-in-family, Female,0,45
23, Bachelors,13, Never-married, Not-in-family, Female,2907,40
26, HS-grad,9, Never-married, Not-in-family, Female,0,50
47, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
27, HS-grad,9, Married-civ-spouse, Husband, Male,0,55
45, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
30, HS-grad,9, Never-married, Own-child, Male,0,70
35, Some-college,10, Married-civ-spouse, Wife, Female,7688,20
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
37, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
21, HS-grad,9, Never-married, Own-child, Male,0,20
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
46, HS-grad,9, Never-married, Not-in-family, Female,0,48
36, 5th-6th,3, Separated, Not-in-family, Female,0,40
54, HS-grad,9, Never-married, Not-in-family, Male,0,40
25, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
37, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
26, Bachelors,13, Never-married, Not-in-family, Female,0,40
23, Bachelors,13, Never-married, Own-child, Female,0,25
55, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
39, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
60, HS-grad,9, Widowed, Not-in-family, Female,0,50
54, HS-grad,9, Widowed, Unmarried, Female,0,40
38, Masters,14, Married-civ-spouse, Husband, Male,0,40
47, Some-college,10, Married-civ-spouse, Husband, Male,3103,40
19, HS-grad,9, Never-married, Own-child, Female,0,24
20, Some-college,10, Never-married, Unmarried, Male,0,40
66, HS-grad,9, Widowed, Other-relative, Female,0,35
19, Some-college,10, Never-married, Not-in-family, Male,0,40
36, Some-college,10, Divorced, Unmarried, Female,0,40
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
41, Bachelors,13, Divorced, Not-in-family, Male,0,56
90, HS-grad,9, Married-civ-spouse, Husband, Male,9386,50
36, HS-grad,9, Divorced, Not-in-family, Female,0,40
30, Prof-school,15, Divorced, Own-child, Male,0,55
35, Some-college,10, Divorced, Not-in-family, Male,0,40
46, Masters,14, Married-civ-spouse, Husband, Male,0,45
38, HS-grad,9, Never-married, Other-relative, Male,0,40
24, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
40, Bachelors,13, Married-civ-spouse, Wife, Female,0,40
49, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
19, HS-grad,9, Never-married, Own-child, Male,0,30
77, Some-college,10, Widowed, Not-in-family, Female,0,20
46, HS-grad,9, Married-civ-spouse, Husband, Male,0,56
41, Some-college,10, Separated, Not-in-family, Male,0,40
28, 1st-4th,2, Never-married, Unmarried, Male,0,77
21, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
24, 12th,8, Never-married, Own-child, Male,0,40
36, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
38, Some-college,10, Married-civ-spouse, Other-relative, Male,0,50
32, HS-grad,9, Divorced, Own-child, Female,0,40
23, HS-grad,9, Never-married, Own-child, Male,0,40
37, Some-college,10, Separated, Not-in-family, Male,0,40
70, Bachelors,13, Widowed, Unmarried, Female,0,20
51, Masters,14, Married-civ-spouse, Husband, Male,0,40
66, 9th,5, Separated, Not-in-family, Female,0,30
36, Some-college,10, Married-civ-spouse, Husband, Male,0,40
51, Masters,14, Married-civ-spouse, Wife, Female,0,40
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
27, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
32, Bachelors,13, Never-married, Own-child, Female,0,40
20, Some-college,10, Never-married, Own-child, Female,0,35
33, Some-college,10, Divorced, Not-in-family, Female,0,40
19, Some-college,10, Never-married, Not-in-family, Male,0,40
35, Prof-school,15, Never-married, Not-in-family, Male,0,40
26, HS-grad,9, Married-civ-spouse, Husband, Male,5013,60
39, HS-grad,9, Never-married, Unmarried, Female,0,60
24, Bachelors,13, Never-married, Own-child, Female,0,75
45, Some-college,10, Married-civ-spouse, Husband, Male,0,40
20, Some-college,10, Never-married, Own-child, Male,0,40
30, HS-grad,9, Never-married, Not-in-family, Female,0,40
23, Some-college,10, Never-married, Own-child, Female,0,25
33, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
31, Masters,14, Married-civ-spouse, Husband, Male,0,50
20, 11th,7, Never-married, Not-in-family, Male,0,25
44, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
50, Some-college,10, Married-civ-spouse, Husband, Male,0,40
25, HS-grad,9, Never-married, Unmarried, Female,0,40
38, Some-college,10, Married-civ-spouse, Husband, Male,0,40
50, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
53, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
37, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
37, 10th,6, Married-civ-spouse, Husband, Male,0,40
38, HS-grad,9, Married-civ-spouse, Husband, Male,7298,50
20, Some-college,10, Never-married, Own-child, Female,0,24
52, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,48
30, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
47, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
33, HS-grad,9, Married-spouse-absent, Not-in-family, Female,0,35
20, Some-college,10, Never-married, Own-child, Male,0,15
32, Some-college,10, Married-civ-spouse, Husband, Male,0,45
46, Bachelors,13, Never-married, Not-in-family, Female,0,40
45, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
18, Some-college,10, Never-married, Own-child, Female,0,16
62, Some-college,10, Married-civ-spouse, Husband, Male,0,60
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
42, HS-grad,9, Divorced, Unmarried, Male,0,40
18, Some-college,10, Never-married, Own-child, Female,0,40
32, Assoc-voc,11, Divorced, Unmarried, Female,0,40
43, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
20, HS-grad,9, Never-married, Unmarried, Female,0,25
50, Bachelors,13, Divorced, Not-in-family, Male,0,45
36, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
22, HS-grad,9, Never-married, Own-child, Male,0,40
30, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
38, Some-college,10, Married-civ-spouse, Husband, Male,0,40
40, Some-college,10, Separated, Unmarried, Female,0,45
40, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
57, Some-college,10, Married-civ-spouse, Husband, Male,0,50
59, Prof-school,15, Married-civ-spouse, Husband, Male,99999,40
18, HS-grad,9, Never-married, Own-child, Male,2176,25
48, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,45
45, 5th-6th,3, Divorced, Unmarried, Male,0,40
24, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
40, Masters,14, Married-civ-spouse, Husband, Male,15024,50
24, HS-grad,9, Never-married, Own-child, Male,0,50
71, Prof-school,15, Married-civ-spouse, Husband, Male,0,16
17, 12th,8, Never-married, Own-child, Male,0,40
37, Doctorate,16, Married-civ-spouse, Husband, Male,0,40
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
41, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
25, Bachelors,13, Never-married, Own-child, Female,0,40
34, HS-grad,9, Never-married, Not-in-family, Male,0,40
24, Bachelors,13, Never-married, Own-child, Male,0,20
23, Bachelors,13, Never-married, Own-child, Male,0,30
33, Some-college,10, Married-civ-spouse, Husband, Male,0,40
25, 9th,5, Married-civ-spouse, Husband, Male,0,40
44, Masters,14, Never-married, Not-in-family, Female,0,55
36, Bachelors,13, Never-married, Not-in-family, Female,0,45
31, 12th,8, Separated, Unmarried, Male,0,40
40, HS-grad,9, Divorced, Not-in-family, Male,0,40
26, Some-college,10, Married-civ-spouse, Wife, Female,0,40
33, Bachelors,13, Never-married, Not-in-family, Male,2202,50
22, Assoc-acdm,12, Never-married, Not-in-family, Male,0,55
44, HS-grad,9, Divorced, Not-in-family, Female,0,40
37, HS-grad,9, Never-married, Unmarried, Male,0,40
25, 10th,6, Married-civ-spouse, Own-child, Female,0,35
20, Some-college,10, Separated, Unmarried, Female,0,40
26, Assoc-acdm,12, Never-married, Own-child, Male,0,40
45, 1st-4th,2, Married-civ-spouse, Wife, Female,0,25
57, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
28, Assoc-voc,11, Never-married, Not-in-family, Male,0,40
36, Some-college,10, Married-civ-spouse, Husband, Male,7688,45
32, HS-grad,9, Never-married, Not-in-family, Female,0,40
29, Bachelors,13, Never-married, Not-in-family, Male,0,50
36, Bachelors,13, Divorced, Unmarried, Male,0,45
19, HS-grad,9, Never-married, Own-child, Male,0,30
27, Bachelors,13, Never-married, Unmarried, Female,0,20
48, Masters,14, Married-civ-spouse, Husband, Male,0,55
55, Masters,14, Married-civ-spouse, Husband, Male,0,20
61, HS-grad,9, Divorced, Not-in-family, Female,0,82
37, Some-college,10, Married-civ-spouse, Husband, Male,0,40
35, Some-college,10, Married-civ-spouse, Husband, Male,0,45
30, Assoc-voc,11, Married-spouse-absent, Not-in-family, Female,0,40
30, Prof-school,15, Married-civ-spouse, Husband, Male,0,20
55, Some-college,10, Married-civ-spouse, Husband, Male,0,70
36, Some-college,10, Married-civ-spouse, Husband, Male,0,40
33, HS-grad,9, Never-married, Own-child, Male,0,48
26, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
37, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
28, HS-grad,9, Never-married, Own-child, Male,0,60
38, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
48, Some-college,10, Widowed, Unmarried, Female,0,43
35, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
64, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
22, HS-grad,9, Never-married, Unmarried, Female,0,40
27, 5th-6th,3, Married-civ-spouse, Husband, Male,0,40
23, Some-college,10, Never-married, Own-child, Female,0,37
25, 10th,6, Never-married, Own-child, Male,0,40
39, Masters,14, Married-civ-spouse, Husband, Male,0,50
63, HS-grad,9, Married-civ-spouse, Wife, Female,0,35
37, Prof-school,15, Married-civ-spouse, Husband, Male,0,40
33, Bachelors,13, Never-married, Not-in-family, Male,0,40
28, Some-college,10, Never-married, Not-in-family, Female,0,40
20, Some-college,10, Never-married, Own-child, Female,0,20
34, HS-grad,9, Married-civ-spouse, Wife, Female,0,20
34, Some-college,10, Married-civ-spouse, Husband, Male,0,40
41, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
38, Some-college,10, Married-civ-spouse, Husband, Male,0,50
36, Bachelors,13, Married-civ-spouse, Husband, Male,7688,40
38, Some-college,10, Married-civ-spouse, Husband, Male,0,40
49, Some-college,10, Widowed, Unmarried, Female,0,30
28, HS-grad,9, Divorced, Not-in-family, Female,0,35
53, HS-grad,9, Never-married, Not-in-family, Female,0,40
24, Some-college,10, Never-married, Own-child, Male,0,50
23, Some-college,10, Never-married, Own-child, Male,0,30
26, HS-grad,9, Never-married, Other-relative, Male,0,40
19, 10th,6, Never-married, Other-relative, Female,0,20
45, Some-college,10, Never-married, Not-in-family, Male,0,52
30, Some-college,10, Married-civ-spouse, Husband, Male,0,45
76, HS-grad,9, Widowed, Unmarried, Female,0,33
47, HS-grad,9, Separated, Unmarried, Female,0,40
34, Some-college,10, Divorced, Not-in-family, Male,2174,40
40, Some-college,10, Married-civ-spouse, Wife, Female,0,35
24, HS-grad,9, Separated, Unmarried, Female,0,25
30, Bachelors,13, Married-civ-spouse, Wife, Female,7688,50
67, Some-college,10, Married-civ-spouse, Husband, Male,10605,10
24, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
29, 12th,8, Never-married, Unmarried, Male,0,40
40, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
58, HS-grad,9, Married-civ-spouse, Husband, Male,7688,40
52, Some-college,10, Married-civ-spouse, Husband, Male,0,40
34, HS-grad,9, Never-married, Own-child, Male,0,40
20, Some-college,10, Never-married, Other-relative, Female,594,20
46, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
54, Some-college,10, Divorced, Not-in-family, Female,0,40
25, 9th,5, Married-civ-spouse, Husband, Male,0,40
21, Assoc-acdm,12, Never-married, Not-in-family, Female,0,25
65, Some-college,10, Divorced, Not-in-family, Male,11678,50
37, HS-grad,9, Divorced, Not-in-family, Male,0,40
29, HS-grad,9, Divorced, Not-in-family, Male,10520,40
44, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
38, Some-college,10, Married-civ-spouse, Wife, Female,0,40
35, Some-college,10, Married-civ-spouse, Husband, Male,5013,70
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
23, Some-college,10, Never-married, Other-relative, Female,0,25
23, Some-college,10, Never-married, Own-child, Female,0,28
47, Some-college,10, Married-civ-spouse, Husband, Male,0,40
47, 11th,7, Divorced, Not-in-family, Female,0,45
25, HS-grad,9, Never-married, Not-in-family, Male,0,40
35, Some-college,10, Married-civ-spouse, Husband, Male,0,45
50, Assoc-voc,11, Married-civ-spouse, Husband, Male,3103,40
47, HS-grad,9, Divorced, Unmarried, Female,0,40
35, Doctorate,16, Married-civ-spouse, Husband, Male,0,45
24, HS-grad,9, Never-married, Not-in-family, Male,0,40
21, HS-grad,9, Never-married, Own-child, Male,2176,40
35, Bachelors,13, Divorced, Not-in-family, Female,0,40
30, Bachelors,13, Married-civ-spouse, Wife, Female,0,40
17, 11th,7, Never-married, Own-child, Male,0,20
27, 5th-6th,3, Never-married, Not-in-family, Male,0,60
22, HS-grad,9, Never-married, Own-child, Female,0,15
50, HS-grad,9, Married-civ-spouse, Husband, Male,0,2
27, Bachelors,13, Married-civ-spouse, Husband, Male,0,30
27, Bachelors,13, Never-married, Not-in-family, Female,0,20
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,48
32, HS-grad,9, Married-civ-spouse, Husband, Male,99999,40
45, Bachelors,13, Married-civ-spouse, Husband, Male,0,38
35, 7th-8th,4, Widowed, Unmarried, Female,0,80
22, HS-grad,9, Married-civ-spouse, Own-child, Male,0,40
34, Some-college,10, Never-married, Unmarried, Female,0,38
28, Bachelors,13, Never-married, Not-in-family, Female,0,40
38, Bachelors,13, Divorced, Unmarried, Female,0,24
34, Masters,14, Married-civ-spouse, Husband, Male,0,40
25, HS-grad,9, Married-civ-spouse, Wife, Female,0,50
38, Some-college,10, Married-civ-spouse, Husband, Male,0,60
43, HS-grad,9, Never-married, Unmarried, Female,0,40
23, Some-college,10, Divorced, Not-in-family, Male,0,40
57, HS-grad,9, Divorced, Not-in-family, Female,0,40
24, Bachelors,13, Never-married, Own-child, Male,0,40
34, Assoc-acdm,12, Divorced, Not-in-family, Male,0,50
29, 11th,7, Never-married, Unmarried, Female,0,40
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
48, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
38, HS-grad,9, Never-married, Not-in-family, Male,0,36
53, Some-college,10, Widowed, Unmarried, Female,0,40
29, Prof-school,15, Never-married, Not-in-family, Female,0,55
59, Bachelors,13, Married-civ-spouse, Husband, Male,0,72
31, HS-grad,9, Never-married, Unmarried, Male,0,40
34, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
51, Bachelors,13, Divorced, Not-in-family, Male,0,50
25, HS-grad,9, Never-married, Own-child, Male,4416,40
30, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
46, HS-grad,9, Divorced, Not-in-family, Female,0,48
45, HS-grad,9, Never-married, Unmarried, Female,0,40
23, Some-college,10, Never-married, Other-relative, Female,0,40
33, Assoc-acdm,12, Divorced, Not-in-family, Female,0,42
44, Bachelors,13, Married-civ-spouse, Wife, Female,0,20
25, HS-grad,9, Never-married, Own-child, Male,0,40
23, HS-grad,9, Never-married, Not-in-family, Female,0,40
20, Some-college,10, Married-civ-spouse, Other-relative, Female,0,30
23, Bachelors,13, Never-married, Not-in-family, Female,0,40
71, HS-grad,9, Widowed, Not-in-family, Female,0,40
36, Bachelors,13, Married-civ-spouse, Husband, Male,15024,50
27, 11th,7, Never-married, Other-relative, Male,0,60
40, HS-grad,9, Never-married, Not-in-family, Female,0,35
30, Some-college,10, Divorced, Unmarried, Male,0,50
30, Some-college,10, Married-civ-spouse, Husband, Male,0,40
35, Bachelors,13, Married-civ-spouse, Husband, Male,5013,40
39, HS-grad,9, Never-married, Unmarried, Female,0,40
74, 5th-6th,3, Married-civ-spouse, Husband, Male,0,40
25, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
64, Some-college,10, Divorced, Unmarried, Female,0,40
37, Bachelors,13, Married-civ-spouse, Wife, Female,0,37
47, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
40, Assoc-voc,11, Divorced, Unmarried, Female,0,40
22, HS-grad,9, Never-married, Not-in-family, Male,0,80
56, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
37, HS-grad,9, Never-married, Own-child, Female,0,55
20, 12th,8, Never-married, Not-in-family, Female,0,35
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,48
23, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
30, HS-grad,9, Never-married, Own-child, Male,0,40
20, Some-college,10, Never-married, Own-child, Female,0,46
22, Assoc-voc,11, Never-married, Own-child, Male,0,40
38, Bachelors,13, Never-married, Not-in-family, Male,0,50
23, HS-grad,9, Never-married, Not-in-family, Male,0,40
46, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
59, 10th,6, Married-civ-spouse, Husband, Male,0,40
42, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,48
58, Some-college,10, Married-civ-spouse, Husband, Male,0,40
24, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
39, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
28, Bachelors,13, Never-married, Not-in-family, Female,0,35
25, Masters,14, Never-married, Not-in-family, Male,0,55
29, Some-college,10, Divorced, Unmarried, Female,0,54
53, 5th-6th,3, Married-civ-spouse, Husband, Male,0,40
21, HS-grad,9, Never-married, Not-in-family, Male,3674,50
45, Some-college,10, Married-civ-spouse, Husband, Male,0,40
29, Assoc-voc,11, Never-married, Own-child, Female,0,40
51, 10th,6, Married-spouse-absent, Other-relative, Male,0,40
21, 9th,5, Married-spouse-absent, Own-child, Male,0,40
38, Some-college,10, Divorced, Unmarried, Female,0,40
38, Bachelors,13, Married-civ-spouse, Wife, Female,0,40
46, Masters,14, Married-civ-spouse, Husband, Male,0,41
21, HS-grad,9, Never-married, Own-child, Male,0,40
44, Bachelors,13, Married-civ-spouse, Husband, Male,0,3
36, HS-grad,9, Married-civ-spouse, Husband, Male,5178,40
21, HS-grad,9, Never-married, Not-in-family, Female,0,25
21, Some-college,10, Never-married, Not-in-family, Female,99999,40
52, Bachelors,13, Widowed, Not-in-family, Female,0,20
29, HS-grad,9, Divorced, Unmarried, Male,0,40
36, Some-college,10, Never-married, Not-in-family, Male,0,55
29, HS-grad,9, Married-civ-spouse, Husband, Male,0,55
21, HS-grad,9, Never-married, Own-child, Female,0,30
58, 1st-4th,2, Married-civ-spouse, Husband, Male,0,40
37, HS-grad,9, Never-married, Not-in-family, Male,0,40
50, Some-college,10, Divorced, Not-in-family, Female,0,45
30, HS-grad,9, Never-married, Not-in-family, Male,0,50
29, HS-grad,9, Never-married, Own-child, Male,0,30
39, Assoc-acdm,12, Married-civ-spouse, Wife, Female,0,25
54, HS-grad,9, Married-civ-spouse, Husband, Male,7688,25
24, HS-grad,9, Married-civ-spouse, Wife, Female,0,25
20, HS-grad,9, Never-married, Other-relative, Male,0,45
26, HS-grad,9, Never-married, Not-in-family, Male,0,40
38, HS-grad,9, Married-civ-spouse, Husband, Male,0,99
25, Some-college,10, Never-married, Not-in-family, Female,0,40
33, Some-college,10, Divorced, Unmarried, Male,0,50
30, Some-college,10, Never-married, Not-in-family, Male,0,40
30, Bachelors,13, Never-married, Not-in-family, Male,0,40
19, 7th-8th,4, Never-married, Not-in-family, Female,0,40
23, HS-grad,9, Never-married, Own-child, Male,0,40
27, Some-college,10, Married-civ-spouse, Husband, Male,0,40
